file,time,date,hr_bpm,pace_sec_per_km,pace_min_per_km,grade_percent,distance_m,duration_s,num_points,fits_criteria
19443475158.fit.gz,2026-05-01 22:07:59.500,2026-05-01,171.42222222222222,925.0645994832042,15.417743324720071,20.155038759689923,193.5,179.0,180,False
19443475158.fit.gz,2026-05-01 22:10:59.500,2026-05-01,172.2111111111111,1125.7861635220127,18.763102725366878,26.41509433962264,159.0,179.0,180,False
19443475158.fit.gz,2026-05-01 22:13:59.500,2026-05-01,162.0222222222222,1143.7699680511182,19.06283280085197,21.08626198083067,156.5,179.0,180,False
19443475158.fit.gz,2026-05-01 22:16:59.500,2026-05-01,166.68333333333334,1247.3867595818815,20.78977932636469,27.874564459930312,143.5,179.0,180,False
19443475158.fit.gz,2026-05-01 22:19:59.500,2026-05-01,162.20555555555555,1151.1254019292605,19.185423365487676,25.080385852090032,155.5,179.0,180,False
19443475158.fit.gz,2026-05-01 22:22:59.500,2026-05-01,171.83333333333334,1185.430463576159,19.757174392935983,27.814569536423843,151.0,179.0,180,False
19443475158.fit.gz,2026-05-01 22:25:59.500,2026-05-01,182.30555555555554,949.6021220159151,15.826702033598586,17.50663129973475,188.5,179.0,180,False
19443475158.fit.gz,2026-05-01 22:28:59.500,2026-05-01,147.33333333333334,866.8280871670703,14.447134786117838,-7.74818401937046,206.5,179.0,180,False
19443475158.fit.gz,2026-05-01 22:31:59.500,2026-05-01,164.88888888888889,577.4193548387096,9.623655913978494,8.064516129032258,310.0,179.0,180,False
19443475158.fit.gz,2026-05-01 22:34:59.500,2026-05-01,165.3388888888889,578.3521809369952,9.639203015616586,7.1082390953150245,309.5,179.0,180,False
19443475158.fit.gz,2026-05-01 22:37:59.500,2026-05-01,168.25,561.128526645768,9.3521421107628,8.77742946708464,319.0,179.0,180,False
19443475158.fit.gz,2026-05-01 22:40:59.500,2026-05-01,170.79444444444445,899.4974874371859,14.991624790619765,19.597989949748744,199.0,179.0,180,False
19443475158.fit.gz,2026-05-01 22:43:59.500,2026-05-01,169.25,1065.4761904761904,17.757936507936506,23.214285714285715,168.0,179.0,180,False
19443475158.fit.gz,2026-05-01 22:46:59.500,2026-05-01,170.55555555555554,856.4593301435407,14.274322169059012,17.22488038277512,209.0,179.0,180,False
